DATAFLOW,FREQ: Frequency,YEARS: Year,MONTH: Month,TEMPERATURE: Temperature,MUNICIPALITY: Municipality,TIME_PERIOD: Time period,OBS_VALUE,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,NOTE_TEMPERATURE_2: Note Temperature 2,NOTE_TEMPERATURE_1: Note Temperature 1,NOTE_MUNICIPALITY_2: Note Municipality 2,NOTE_MUNICIPALITY_1: Note Municipality 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,2021,21.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1980: 1980,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,22.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2014: 2014,SL13: December,T02: Minimum temperatures,S01: Luxembourg-City,2021,-11.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,20.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1999: 1999,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,22.1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2019: 2019,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,21.56,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971-2000: 1971-2000,SL13: December,T02: Minimum temperatures,S02: Clervaux,2021,-8.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2021: 2021,SL02: January,T02: Minimum temperatures,S01: Luxembourg-City,2021,-11,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1978: 1978,SL07: June,T01: Maximum temperatures,S01: Luxembourg-City,2021,27.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1977: 1977,SL12: November,T01: Maximum temperatures,S02: Clervaux,2021,13.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1966: 1966,SL10: September,T02: Minimum temperatures,S03: Grevenmacher,2021,2.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL12: November,T01: Maximum temperatures,S03: Grevenmacher,2021,16.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1961-1990: 1961-1990,SL08: July,T01: Maximum temperatures,S03: Grevenmacher,2021,32.09,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1985: 1985,SL09: August,T01: Maximum temperatures,S03: Grevenmacher,2021,31.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2006: 2006,SL09: August,T01: Maximum temperatures,S01: Luxembourg-City,2021,26.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL13: December,T02: Minimum temperatures,S02: Clervaux,2021,-7.571,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1967: 1967,SL04: March,T01: Maximum temperatures,S03: Grevenmacher,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.1),A: Annual,1981: 1981,SL04: March,T02: Minimum temperatures,S03: Grevenmacher,2021,-2.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2001: 2001,SL08: July,T02: Minimum temperatures,S02: Clervaux,2021,7.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1972: 1972,SL02: January,T01: Maximum temperatures,S01: Luxembourg-City,2021,8.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1976: 1976,SL07: June,T01: Maximum temperatures,S03: Grevenmacher,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,5.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2021: 2021,SL05: April,T02: Minimum temperatures,S02: Clervaux,2021,-3.78,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1973: 1973,SL09: August,T01: Maximum temperatures,S03: Grevenmacher,2021,30.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1985: 1985,SL09: August,T02: Minimum temperatures,S03: Grevenmacher,2021,6.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL11: October,T01: Maximum temperatures,S01: Luxembourg-City,2021,20.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL03: February,T02: Minimum temperatures,S03: Grevenmacher,2021,-12.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL13: December,T02: Minimum temperatures,S01: Luxembourg-City,2021,-5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1963: 1963,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,6.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1978: 1978,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,2.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2003: 2003,SL10: September,T02: Minimum temperatures,S03: Grevenmacher,2021,3.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971-2000: 1971-2000,SL13: December,T01: Maximum temperatures,S02: Clervaux,2021,10.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,9.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2012: 2012,SL02: January,T02: Minimum temperatures,S02: Clervaux,2021,-8.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1993: 1993,SL04: March,T01: Maximum temperatures,S02: Clervaux,2021,16.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,22.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2010: 2010,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,10.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1962: 1962,SL08: July,T02: Minimum temperatures,S02: Clervaux,2021,3.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL12: November,T01: Maximum temperatures,S01: Luxembourg-City,2021,16.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL02: January,T02: Minimum temperatures,S02: Clervaux,2021,-8.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL02: January,T02: Minimum temperatures,S01: Luxembourg-City,2021,-7.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,22,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL10: September,T02: Minimum temperatures,S01: Luxembourg-City,2021,7.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1975: 1975,SL09: August,T02: Minimum temperatures,S01: Luxembourg-City,2021,9.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1997: 1997,SL05: April,T02: Minimum temperatures,S03: Grevenmacher,2021,-3.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2012: 2012,SL13: December,T02: Minimum temperatures,S01: Luxembourg-City,2021,-10.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2006: 2006,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,13.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1995: 1995,SL06: May,T01: Maximum temperatures,S03: Grevenmacher,2021,27.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL04: March,T02: Minimum temperatures,S03: Grevenmacher,2021,-5.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1975: 1975,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,11.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL07: June,T02: Minimum temperatures,S02: Clervaux,2021,2.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2008: 2008,SL11: October,T01: Maximum temperatures,S02: Clervaux,2021,19,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,2021,-4.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1990: 1990,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,19.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL02: January,T01: Maximum temperatures,S03: Grevenmacher,2021,9.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1975: 1975,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,8.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2007: 2007,SL13: December,T02: Minimum temperatures,S02: Clervaux,2021,-7.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2012: 2012,SL13: December,T01: Maximum temperatures,S03: Grevenmacher,2021,12.9,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2009: 2009,SL05: April,T01: Maximum temperatures,S02: Clervaux,2021,22.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2000: 2000,SL06: May,T02: Minimum temperatures,S02: Clervaux,2021,3.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1961: 1961,SL03: February,T01: Maximum temperatures,S03: Grevenmacher,2021,17,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL12: November,T01: Maximum temperatures,S01: Luxembourg-City,2021,14.6,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL04: March,T02: Minimum temperatures,S03: Grevenmacher,2021,-5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2002: 2002,SL06: May,T02: Minimum temperatures,S02: Clervaux,2021,1.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL13: December,T02: Minimum temperatures,S02: Clervaux,2021,-13,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL06: May,T01: Maximum temperatures,S01: Luxembourg-City,2021,27.859,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,2021,28.4,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,11.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2022: 2022,SL13: December,T02: Minimum temperatures,S03: Grevenmacher,2021,-12.8,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2007: 2007,SL06: May,T02: Minimum temperatures,S01: Luxembourg-City,2021,1.9,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL05: April,T02: Minimum temperatures,S01: Luxembourg-City,2021,-2.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL08: July,T02: Minimum temperatures,S02: Clervaux,2021,7.576,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL10: September,T02: Minimum temperatures,S02: Clervaux,2021,2.6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2002: 2002,SL13: December,T01: Maximum temperatures,S01: Luxembourg-City,2021,12.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL08: July,T01: Maximum temperatures,S02: Clervaux,2021,31,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1962: 1962,SL01: 12 month average,T01: Maximum temperatures,S03: Grevenmacher,2021,21.88,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,3.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1996: 1996,SL08: July,T01: Maximum temperatures,S03: Grevenmacher,2021,29.7,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1977: 1977,SL05: April,T01: Maximum temperatures,S01: Luxembourg-City,2021,19.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL12: November,T01: Maximum temperatures,S02: Clervaux,2021,13.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,11.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1968: 1968,SL06: May,T01: Maximum temperatures,S03: Grevenmacher,2021,25.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2019: 2019,SL09: August,T02: Minimum temperatures,S02: Clervaux,2021,7.25,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1966: 1966,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,2.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL13: December,T02: Minimum temperatures,S03: Grevenmacher,2021,-5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1971: 1971,SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,2021,12.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1994: 1994,SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,2021,-1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL05: April,T02: Minimum temperatures,S02: Clervaux,2021,-2.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL08: July,T01: Maximum temperatures,S01: Luxembourg-City,2021,32.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2017: 2017,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,22.2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2011: 2011,SL05: April,T01: Maximum temperatures,S02: Clervaux,2021,24.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1963: 1963,SL03: February,T02: Minimum temperatures,S01: Luxembourg-City,2021,-13.7,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1970: 1970,SL06: May,T01: Maximum temperatures,S03: Grevenmacher,2021,25.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,12.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1993: 1993,SL10: September,T02: Minimum temperatures,S03: Grevenmacher,2021,2.9,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL05: April,T01: Maximum temperatures,S01: Luxembourg-City,2021,19,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1964: 1964,SL04: March,T02: Minimum temperatures,S02: Clervaux,2021,-9.3,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2011: 2011,SL02: January,T01: Maximum temperatures,S01: Luxembourg-City,2021,14,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL11: October,T01: Maximum temperatures,S02: Clervaux,2021,20.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL08: July,T02: Minimum temperatures,S02: Clervaux,2021,9.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1974: 1974,SL11: October,T02: Minimum temperatures,S03: Grevenmacher,2021,,,,,,,,"S03: Before July 1988, Station of Echternach.",,l: Not available,1: One
LU1:DF_A2101(1.1),A: Annual,1965: 1965,SL06: May,T02: Minimum temperatures,S02: Clervaux,2021,-2,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1995: 1995,SL13: December,T02: Minimum temperatures,S02: Clervaux,2021,-9.7,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2008: 2008,SL07: June,T02: Minimum temperatures,S02: Clervaux,2021,6,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981-2010: 1981-2010,SL03: February,T01: Maximum temperatures,S03: Grevenmacher,2021,12.73,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1992: 1992,SL12: November,T02: Minimum temperatures,S03: Grevenmacher,2021,-1,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2014: 2014,SL09: August,T02: Minimum temperatures,S01: Luxembourg-City,2021,4.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,7.2,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1967: 1967,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,11.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1997: 1997,SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,2021,28.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2007: 2007,SL02: January,T01: Maximum temperatures,S03: Grevenmacher,2021,24.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1967: 1967,SL08: July,T02: Minimum temperatures,S01: Luxembourg-City,2021,8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2004: 2004,SL02: January,T01: Maximum temperatures,S02: Clervaux,2021,10.1,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1999: 1999,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,0.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2009: 2009,SL02: January,T01: Maximum temperatures,S03: Grevenmacher,2021,9.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1985: 1985,SL03: February,T01: Maximum temperatures,S02: Clervaux,2021,11.9,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL10: September,T01: Maximum temperatures,S02: Clervaux,2021,21.4,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1982: 1982,SL02: January,T02: Minimum temperatures,S01: Luxembourg-City,2021,-15.8,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1990: 1990,SL03: February,T01: Maximum temperatures,S01: Luxembourg-City,2021,17.1,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2014: 2014,SL09: August,T01: Maximum temperatures,S03: Grevenmacher,2021,26.9,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1998: 1998,SL11: October,T01: Maximum temperatures,S02: Clervaux,2021,16.5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1961-1990: 1961-1990,SL01: 12 month average,T02: Minimum temperatures,S02: Clervaux,2021,-2.95,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1996: 1996,SL07: June,T02: Minimum temperatures,S03: Grevenmacher,2021,6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1995: 1995,SL10: September,T01: Maximum temperatures,S01: Luxembourg-City,2021,20.5,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2016: 2016,SL09: August,T01: Maximum temperatures,S01: Luxembourg-City,2021,35.3,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1961-1990: 1961-1990,SL12: November,T02: Minimum temperatures,S01: Luxembourg-City,2021,-5.03,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1988: 1988,SL03: February,T01: Maximum temperatures,S03: Grevenmacher,2021,10.4,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2020: 2020,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-3.78,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1972: 1972,SL09: August,T01: Maximum temperatures,S02: Clervaux,2021,25,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2015: 2015,SL06: May,T02: Minimum temperatures,S03: Grevenmacher,2021,1.6,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2001: 2001,SL01: 12 month average,T02: Minimum temperatures,S01: Luxembourg-City,2021,-0.56,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1989: 1989,SL08: July,T02: Minimum temperatures,S02: Clervaux,2021,5,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1981-2010: 1981-2010,SL04: March,T01: Maximum temperatures,S01: Luxembourg-City,2021,17.71,,,,,,,"S01: Since 2004, Station of Luxembourg-Merl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991: 1991,SL10: September,T01: Maximum temperatures,S03: Grevenmacher,2021,30.3,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1951-1980: 1951-1980,SL10: September,T01: Maximum temperatures,S03: Grevenmacher,2021,27.2,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1983: 1983,SL03: February,T02: Minimum temperatures,S02: Clervaux,2021,-9.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1969: 1969,SL04: March,T01: Maximum temperatures,S03: Grevenmacher,2021,14.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1961: 1961,SL03: February,T02: Minimum temperatures,S03: Grevenmacher,2021,-1.5,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
LU1:DF_A2101(1.1),A: Annual,2010: 2010,SL07: June,T02: Minimum temperatures,S02: Clervaux,2021,5.8,,,,,,,"S02: Since january 1996, Station of Dahl.",,,1: One
LU1:DF_A2101(1.1),A: Annual,1991-2020: 1991-2020,SL01: 12 month average,T02: Minimum temperatures,S03: Grevenmacher,2021,-0.594281609,,,,,,,"S03: Before July 1988, Station of Echternach.",,,1: One
